"Id","Name","AccountNumber","Type","Industry","Ownership","Rating","ParentId","OwnerId","CreatedDate","LastModifiedDate","Phone","Website","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","AnnualRevenue","NumberOfEmployees","Description"
"001V5000006bHFqIAM","Penn Medicine Lancaster General Health","","Prospect","Healthcare Provider","","","001V5000006b60XIAQ","005V5000001gBKBIA2","2021-09-29T19:40:37.000Z","2026-05-04T08:32:09.000Z","(717) 544-5511","www.lancastergeneralhealth.org","555 N Duke St","Lancaster","PA","17604","United States","","10000","Established in 1893 and headquartered in Lancaster, Pennsylvania, Penn Medicine Lancaster General Health is a not-for-profit health system with a comprehensive network of care including multiple hospital and clinic locations."
"001V5000006bHFrIAM","NIB Group","","Prospect","Retail","","","","005V5000002ZZTFIA4","2021-10-04T21:15:14.000Z","2026-05-04T08:32:05.000Z","61430903471","www.nibgr.com","22 Honeysuckle Drive","Newcastle","New South Wales","2300","Australia","0.0","2","Nib Health Funds was founded in 1953 and is headquartered out of New South Wales. They provide medical and health insurance services and products throughout New Zealand and Australia."
"001V5000006bHFsIAM","Brinks Global Services","","Prospect","Business Services","","","","005V5000001gAGTIA2","2021-10-12T15:59:15.000Z","2026-04-28T13:37:44.000Z","(804) 289-9600","www.brinks.com","103 south wood ave unit 334","linden","NJ","7036","United States","","69500","The Brinks Company provides secure transportation, cash management services, and other security-related services worldwide. The company offers cash-in-transit services, including armored vehicle transportation of valuables; automated teller machine (ATM) services, such as cash replenishment, replenishment forecasting, cash optimization, ATM remote monitoring, service call dispatching, transaction processing, installation services, and first and second line maintenance; and network infrastructure services. It also provides transportation services for valued commodities, including diamonds, jewelry, precious metals, securities, currency, high-tech devices, electronics, and pharmaceuticals; and cash management services, such as money processing, deploying and servicing intelligent safes and safe control devices, integrated check and cash processing services, and check imaging services, as well as cashier balancing, counterfeit detection, account consolidation, and electronic reporting services. In addition, the company offers payment services, including bill payment processing and mobile phone top-up services, and prepaid cards; and commercial security system services, such as security system design and installation services that include alarms, motion detectors, closed-circuit televisions, digital video recorders, and access control systems comprising card and biometric readers, electronic locks, and turnstiles. Further, it provides security and guarding services to protect airports, offices, warehouses, stores, and public venues. The company serves banks and financial institutions, retailers, government agencies, mints, jewelers, and other commercial operations. The company was formerly known as The Pittston Company and changed its name to The Brink's Company in May 2003. The Brink's Company was founded in 1838 and is headquartered in Richmond,..."
"001V5000006bHFtIAM","Kettering Health Network","","Prospect","Healthcare Provider","","","","005V5000001gBKBIA2","2021-10-27T17:37:48.000Z","2026-05-03T09:32:13.000Z","(937) 558-3300","www.ketteringhealth.org","3535 Southern Blvd","Kettering","OH","45429","United States","","14000","Headquartered Dayton, Ohio, Kettering Health Network, formerly Kettering Medical Center Network, is a nonprofit network of nine Dayton and Cincinnati area hospitals."
"001V5000006bHFuIAM","Cigna Corporation","","Prospect","Healthcare Insurance","","","","005V5000001gA77IAE","2021-10-29T19:19:21.000Z","2026-05-04T10:23:38.000Z","(860) 226-6000","https://www.cigna.com/","900 Cottage Grove Rd","Bloomfield","Connecticut","6002","United States","","39000",""
"001V5000006bHFvIAM","Aetna Inc","","Prospect","Healthcare Insurance","","","","005V5000001gA77IAE","2021-11-04T17:03:02.000Z","2026-04-29T11:03:39.000Z","","https://www.aetna.com/","","","","","","","48000",""
"001V5000006bHFwIAM","CVS Health PBM","","Customer","Healthcare Insurance","","","001V5000006bHWHIA2","005V5000001gAGQIA2","2021-11-04T17:17:07.000Z","2026-05-04T10:23:38.000Z","","www.cvshealth.com/pharmacy-care/specialty-pharmacy","","","","","United States","","155000",""
"001V5000006bHFxIAM","CVS Health Retail","","Customer","Healthcare Insurance","","","001V5000006bHWHIA2","005V5000001gAGQIA2","2021-11-04T17:20:39.000Z","2026-05-04T15:51:32.000Z","","www.cvs.com","","","","","United States","","155000",""
"001V5000006bHFyIAM","CVS Health Specialty","","Customer","Healthcare Insurance","","","001V5000006bHWHIA2","005V5000001gAGQIA2","2021-11-04T17:21:51.000Z","2026-05-04T10:23:38.000Z","","www.cvs.com/specialty","","","","","United States","","155000",""
"001V5000006bHFzIAM","TruGreen","","Prospect","Consumer Services","","","","005V5000001gAGSIA2","2021-11-08T13:37:33.000Z","2026-05-04T08:32:05.000Z","(844) 567-9909","www.trugreen.com","Forum Ii 1790 Kirby Pkwy Ste 300","Memphis","TN","38138","United States","","14000","TruGreen is the nation's leading lawn care provider offering neighborhoods across the country tailored lawn, tree and shrub care along with protection against mosquitoes and other pests. As a company rooted in scientific expertise with a customer-centered approach, TruGreen helps homeowners achieve an outdoor living space that brings them pride."
"001V5000006bHG0IAM","Boohoo","","Prospect","Retail","","","","005V5000002ZZTFIA4","2021-12-14T18:11:34.000Z","2026-05-03T09:32:13.000Z","","www.boohoo.com","","","Non-US","","United Kingdom","","5000",""
"001V5000006bHG1IAM","Jet 2","","Prospect","Travel","","","","005V5000002ZZTFIA4","2021-12-14T18:12:25.000Z","2026-04-28T13:37:40.000Z","","www.jet2.com","Low Fare Finder House
Whitehouse Lane
Yeadon","Leeds","","LS19 7TU","United Kingdom","","14500",""
"001V5000006bHG2IAM","Homeserve UK","","Prospect","Div Financial Services","","","","005V5000002ZZTFIA4","2021-12-14T18:17:40.000Z","2026-04-28T13:37:40.000Z","","https://www.homeserve.co.uk/","","","Non-US","","United Kingdom","","2500",""
"001V5000006bHG3IAM","HCA Healthcare UK","","Prospect","Healthcare Provider","","","","005V5000002ZZTFIA4","2021-12-14T18:26:27.000Z","2026-04-28T13:37:41.000Z","","www.hcahealthcare.co.uk","","","UK","","United Kingdom","","1000",""
"001V5000006bHG4IAM","Robert Bosch","","Prospect","Manufacturing","","","","005V5000002ZZTFIA4","2021-12-14T18:28:01.000Z","2026-04-29T11:03:43.000Z","","www.bosch.com","","","Non-US","","United Kingdom","","20000",""
"001V5000006bHG5IAM","Realogy","","Prospect","Other","","","","005V5000002ZZTFIA4","2021-12-14T18:30:59.000Z","2026-04-28T13:37:41.000Z","","www.realogy.com","","","UK","","United Kingdom","","1000",""
"001V5000006bHG6IAM","Hudson Valley Credit Union","","Prospect","Banking","","","","005V5000001gAPTIA2","2021-12-27T18:51:28.000Z","2026-05-03T09:32:13.000Z","(845) 463-3011","www.hvfcu.org","","","","","","0.0","810","Hudson Valley Federal Credit Union is a full service, not-for-profit financial cooperative for businesses and individuals, offering real estate and other loans, a wide variety of savings and transactional accounts, investment services, property and casualty insurance, estate planning, and trust services. With more than $5 billion in assets, the credit union serves its members through branches in Dutchess, Putnam, Orange, and Ulster Counties, a nationwide network of over 82,000 surcharge-free ATMs, Internet Banking, Mobile Banking, online bill payment, and 24-hour account access by telephone. Hudson Valley Federal Credit Union is federally insured by the NCUA and is an Equal Housing Lender."
"001V5000006bHG7IAM","Parallon Enterprises LLC","","Prospect","Software","","","001V5000006bHCAIA2","005V5000006tDZ3IAM","2022-01-12T17:53:57.000Z","2026-05-01T16:19:03.000Z","(855) 478-7255","www.parallon.com","1100 Dr Martin L King Jr Blvd Ste 1600","Nashville","TN","37203","United States","","17000","Founded in 2011 and headquartered in Franklin, Tennessee, Parallon Business Solutions serves hospitals, physician practices and healthcare systems by bringing deep operational knowledge and tailored revenue cycle solutions so that providers can focus on fulfilling their mission."
"001V5000006bHG8IAM","Dnata","","Prospect","Travel","","","","005V5000001gAPMIA2","2022-01-20T16:23:40.000Z","2026-05-02T10:23:11.000Z","+971 4 316 6666","https://www.dnata.com/en","","","","","","","41000",""
"001V5000006bHJOIA2","Beerenberg","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:41.000Z","+47 55 52 66 00","beerenberg.com","Kokstadflaten 33, Postboks 273 Slåtthaug","Kokstad","Hordaland","5257","Norway","","1799","Beerenberg Corp. AS provides surface protection solutions, corrosion protection, insulation services, and offshore maintenance services with a focus on asset integrity management and project management."
"001V5000006bHJQIA2","PostNord","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:41.000Z","+47 23 14 13 00","postnord.com","25 Alfaset 3 Industrivei","Oslo","Oslo","668","Norway","","1785","PostNord is a company that offers mail and parcel delivery services, logistics solutions, e-commerce services, direct marketing, and freight services."
"001V5000006bHJRIA2","Storebrand","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:44.000Z","+47 22 31 50 50","storebrand.no","Professor Kohts vei 9","Lysaker","Akershus","1327","Norway","","1742","Storebrand is a leading provider of sustainable financial solutions, offering insurance, pension, savings, and investment products, as well as asset management and financial advisory services in Norway and Sweden."
"001V5000006bHJSIA2","Fleggaard Holding","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:44.000Z","+45 72 30 30 30","fleggaard-holding.dk","Skovbakken 10","Krusa","South Denmark","6340","Denmark","","1737","Operates as a holding company with unspecified products and services."
"001V5000006bHJTIA2","Frogn Kommune","","Prospect","Healthcare Provider","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:44.000Z","+47 64 90 60 00","","","Drobak","","1440","Norway","","1735",""
"001V5000006bHJUIA2","Fredensborg Kommune","","Prospect","Healthcare Provider","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:44.000Z","+45 72 56 50 00","","","Kokkedal","","2980","Denmark","","1663",""
"001V5000006bHJVIA2","DLBR Slagtekalve","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:33.000Z","+45 87 40 53 01","dlbr.dk","Agro Food Park 15","Aarhus N","Central Jutland","8200","Denmark","","1660","DLBR Slagtekalve is a company involved in livestock farming, slaughterhouse services, meat processing, and distribution of meat products, with a focus on animal welfare and quality control."
"001V5000006bHJWIA2","Erlandsson Bolagen","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:33.000Z","+46 300 69 00 00","erlandssonholding.se","Varlabergsvägen 25","Kungsbacka","Halland","43424","Sweden","","1643","ERLANDSSON HOLDING AB is a financial services company specializing in investment management, asset management, portfolio diversification, and wealth planning, with a focus on capital markets, real estate investments, and private equity."
"001V5000006bHJXIA2","Alm. Brand A S","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:33.000Z","+45 35 47 47 47","","MIDTERMOLEN 7","KÃ¸benhavn Ã","Capital Region","2100","Denmark","","1600",""
"001V5000006bHJYIA2","Hi3G Access","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:33.000Z","+46 77 173 53 00","tre.se","Lindhagensgatan 98","Stockholm-Globen","Stockholm","12147","Sweden","","1600","Hi3G Access AB operates as a mobile telecommunications provider, offering a wide range of internet, voice, and data services to individual and business customers. The company is also involved in the development and deployment of 5G technology and IoT connectivity solutions."
"001V5000006bHJZIA2","Hoist Finance","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:35.000Z","+46 8 555 177 90","hoistfinance.com","Bryggargatan 4","Stockholm","Stockholm","111 21","Sweden","","1600","Hoist Finance provides financial services specializing in debt management, debt purchasing, and collection services, as well as asset management, legal services, and credit solutions for individuals and businesses."
"001V5000006bHJaIAM","Spankki Oy","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:35.000Z","+358 10 768011","s-pankki.fi","Fleminginkatu 34","Helsinki","Uusimaa","510","Finland","","1591","S-Pankki - Ylivoimaista helppoutta ja hyötyä
 
S-Pankki on suomalainen pankki, joka haluaa mahdollistaa vähän rahakkaamman huomisen jokaiselle lompakon paksuudesta riippumatta. Meillä asiantuntemus tarkoittaa sekä talouden että ihmisen ymmärtämistä: osana S-ryhmää tunnemme 3,1 miljoonan asiakkaamme arjen. Uudistamme pankkialaa tarjoamalla ylivoimaista helppoutta ja hyötyä pankin ja kaupan palveluita yhdistämällä.

Haluamme olla asiakkaillemme reilu kumppani, jonka kanssa raha-asioiden hoito on helppoa ja mutkatonta. Palvelemme asiakkaitamme verkossa, puhelimitse, sosiaalisen median kanavissa  sekä pankin ja kaupan palvelut kätevästi yhdistävässä S-mobiilissa. Päivittäiset pankkiasiat hoituvat kätevästi myös kauppareissun yhteydessä aamusta iltaan, ja käteisen nostaminen ja tallettaminen onnistuu noin 1 000 S-ryhmän toimipaikan kassalla ympäri Suomen. 

S-Pankin omistavat SOK ja S-ryhmään kuuluvat alueosuuskaupat.

S-Pankki-konsernin muodostavat S-Pankki Oyj tytäryhtiöineen. Tytäryhtiöitä ovat S-Pankin täysin omistamat S-Asiakaspalvelu Oy, S-Pankki Rahastoyhtiö Oy ja S-Pankki Pääomarahastot Oy sekä sen tytäryritykset S-Pankki Vaikuttavuussijoitukset Oy ja S-Pankki Kiinteistöt Oy.

Lisätietoja: https://www.s-pankki.fi/fi/s-pankki-yrityksena/Tama-on-s-pankki/"
"001V5000006bHJbIAM","Relacom AS","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:35.000Z","+47 22 32 97 00","oneco.no","15 Andøyfaret","Oslo","Vest-Agder","582","Norway","","1588","OneCo provides a wide range of business services including consulting, project management, IT solutions, digital transformation, marketing, financial advisory, and legal services."
"001V5000006bHJcIAM","DNA","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-05-02T10:23:09.000Z","+358 3 58440440","dna.fi","21 Lakkisepantie","Helsinki","Uusimaa","620","Finland","","1581","DNA provides a wide range of telecommunications and digital services, including broadband internet, mobile and television services, data security solutions, cloud services, IoT solutions, and business connectivity."
"001V5000006bHJdIAM","Oslo Kommune Bydel 11 Stovner","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:35.000Z","","","","Oslo","","977","Norway","","1571",""
"001V5000006bHJeIAM","Spar Nord Bank A S","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:35.000Z","+45 96 34 40 00","sparnord.com","15 Skelagervej","Aalborg","North Denmark","9000","Denmark","","1553","Spar Nord Bank A/S provides a wide range of financial services, including banking, investment, mortgage, insurance, and pension services to private and corporate customers in Denmark."
"001V5000006bHJfIAM","Neste Jacobs","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-05-02T10:23:09.000Z","+358 10 4581200","neste.com","Keilaranta 21, PO Box 95","Porvoo","Uusimaa","6101","Finland","","1542","Neste Corporation is a global leader in renewable and circular solutions, producing renewable fuels, chemicals, and materials to help customers reduce their carbon footprint and combat climate change."
"001V5000006bHJgIAM","Energinet","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:35.000Z","+45 70 10 22 44","energinet.dk","Tonne Kj�rsvej 65","Nyrup","South Denmark","4296","Denmark","","1500","Energinet is an independent public enterprise owned by the Danish state. It operates and develops the transmission systems for electricity and natural gas in Denmark."
"001V5000006bHJhIAM","NRGi","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+45 87 39 04 04","nrgi.dk","Dusager 22","Aarhus N","Central Jutland","8200","Denmark","","1500","Provider of energy solutions, including electricity, heating, fiber broadband, and energy consulting services, with a focus on sustainable and innovative energy technologies."
"001V5000006bHJiIAM","Statnett","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-30T09:05:56.000Z","+47 23 90 30 00","statnett.no","Nydalen all\u00E9 33","Sandnes","Oslo","4313","Norway","","1493","Statnett SF operates the Norwegian power grid, providing electricity transmission, grid development, grid services, energy market services, and research and development in the energy sector."
"001V5000006bHJjIAM","Danske Forsikring A S","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+45 44 74 42 00","","","Ballerup","Capital Region","2750","Denmark","","1464",""
"001V5000006bHJkIAM","Atradius Danmark","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+45 33 26 50 00","atradius.com","4 Paradisæblevej","KÃ¸benhavn SV","Capital Region","2450","Denmark","","1456","Atradius provides trade credit insurance, surety, and collections services worldwide to facilitate and protect trade."
"001V5000006bHJlIAM","Oras Invest","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+358 10 2868100","orasinvest.fi","Isometsäntie 2","Rauma","Satakunta","26101","Finland","","1450","Oras Invest Oy is engaged in investment management, real estate development, and financial advisory services. The company specializes in asset management, property investment, portfolio diversification, risk management, market analysis, and strategic planning for wealth preservation."
"001V5000006bHJmIAM","Zeteco","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+46 8 677 53 24","","","Stockholm","Stockholm","","Sweden","","1399",""
"001V5000006bHJnIAM","Price & Pierce Sweden","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+46 31 13 13 31","price-pierce.com","8 Scheelegatan","Goeteborg","Stockholm","112 23","Sweden","","1382",""
"001V5000006bHJoIAM","Atradius Norge","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+47 67 83 71 00","atradius.com","Strandveien 15 PB 84 1325 Lysaker","Lysaker","Akershus","1366","Norway","","1379","Atradius provides trade credit insurance, surety, and collections services worldwide to facilitate and protect trade."
"001V5000006bHJpIAM","Sykehuspartner","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:36.000Z","+47 32 23 53 00","sykehuspartner.no","Vektergården, Grønland 34","Drammen","Buskerud","3045","Norway","","1328","Sykehuspartner provides healthcare IT solutions, hospital support services, and medical equipment, along with digital healthcare and information management for the healthcare industry."
"001V5000006bHJqIAM","PFA Pension","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:38.000Z","+45 39 17 50 00","pfa.dk","Sundkrogsgade 4","KÃ¸benhavn Ã","Capital Region","2100","Denmark","","1323","PFA Pension provides pension plans, investment management, retirement planning, financial advisory services, and various insurance products including life insurance and health insurance."
"001V5000006bHJrIAM","Atradius Sweden","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:38.000Z","+46 8 566 221 00","atradius.com","69 Rådmansgatan","Stockholm","Stockholm","113 86","Sweden","","1304","Atradius provides trade credit insurance, surety, and collections services worldwide to facilitate and protect trade."
"001V5000006bHJsIAM","MAKEEN Energy","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-05-03T09:32:13.000Z","+45 87 40 30 00","makeenenergy.com","21 Alsvej","Randers SV","Central Jutland","8940","Denmark","","1304","MAKEEN Energy specializes in providing LPG and LNG solutions, including cylinders, tanks, filling equipment, transportation, storage, and distribution, along with energy consulting services."
"001V5000006bHJtIAM","BKK Group","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:38.000Z","+55 12 70 00","","","Bergen","Hordaland","","Norway","","1300",""
"001V5000006bHJuIAM","Arbejdernes Landsbank","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:38.000Z","+45 38 48 48 48","al-bank.dk","5 Vesterbrogade","KÃ¸benhavn V","Capital Region","1620","Denmark","","1267","Arbejdernes Landsbank offers a wide range of financial services including retail, corporate, and investment banking, wealth management, insurance, mortgage and consumer lending, as well as online and mobile banking."
"001V5000006bHJvIAM","The Association of Swedish Chambers of Commerce and Industry","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:38.000Z","+46 11 28 50 30","","","Norrkoping","OEstergoetland","602 24","Sweden","","1259",""
"001V5000006bHJwIAM","Hofor","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-30T09:05:52.000Z","+45 33 95 33 95","hofor.dk","Ørestads Boulevard 35","KÃ¸benhavn S","Capital Region","2300","Denmark","","1200","Hofor is a Danish utility company that supplies district heating, drinking water, and manages waste water. The company also focuses on renewable energy, recycling services, and sustainable urban development."
"001V5000006bHJxIAM","Sonofon","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:39.000Z","+45 72 12 62 51","","Skelagervej 9","Aalborg","North Denmark","9000","Denmark","","1193",""
"001V5000006bHJyIAM","Trade Partners Sweden companies","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:39.000Z","+46 8 411 00 22","tradepartnerssweden.se","46 vasagatan","Nacka Strand","Stockholm","131 52","Sweden","","1175","Trade Partners Sweden Companies specializes in trade consulting, export assistance, market research, business matchmaking, and international business development services."
"001V5000006bHJzIAM","Axactor","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:39.000Z","+46 8 402 28 00","axactor.com","Nordstadstorget 6","Stockholm","Vaestra Goetaland","111 48","Sweden","","1150","Axactor specializes in debt collection, credit management, financial services, portfolio acquisitions, legal services, risk assessment, customer care, debt purchasing, recovery solutions, and data analytics."
"001V5000006bHK0IAM","Eniig","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-05-02T06:32:51.000Z","+45 70 15 15 60","","Titgensvej 2-4","Silkeborg","Central Jutland","8600","Denmark","","1140",""
"001V5000006bHK1IAM","Pension Danmark","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:38.000Z","+45 33 74 80 00","nordeakredit.dk","Gronjordsvej 10","KÃ¸benhavn Ã","Capital Region","2100","Denmark","","1137",""
"001V5000006bHK2IAM","Posiva","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:39.000Z","+358 50 3131167","posiva.fi","Olkiluodontie 1360","Eurajoki","Satakunta","27160","Finland","","1108","Posiva Oy is an expert organisation responsible for the final disposal of spent nuclear fuel of the owners. Posiva has been established in 1995. 

Posiva's People

Posiva employs around 100 people. The company had a turnover of some EUR 116,8 million in 2022 and is headquartered in Olkiluoto, Finland in the municipality of Eurajoki. The personnel works in three locations: Main Office in Olkiluoto, ONKALO Project Office in Olkiluoto and Helsinki office.

Posiva's Owners

Posiva is owned by Teollisuuden Voima Oyj (60%) and Fortum Power & Heat Oy (40%), both of which share the cost of nuclear waste management.

Extensive Co-operation

Posiva works together with numerous Finnish and foreign expert organisations from a multitude of fields, and commissions studies related to nuclear waste management from universities and other institutions of higher education as well as from research institutes and consulting businesses."
"001V5000006bHK3IAM","Panostaja Oyj","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:39.000Z","+358 40 7742099","panostaja.fi","Kalevantie 2","Tampere","Pirkanmaa","33100","Finland","","1105","Panostaja Oyj is a Finnish investment company that focuses on developing and investing in small and medium-sized enterprises. The company provides financial services, consulting, and ownership management to support the growth and restructuring of its portfolio companies."
"001V5000006bHK4IAM","Tryg","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:39.000Z","+47 915 04 040","tryg.no","Folke Bernadottesvei 50","Bergen","Hordaland","5020","Norway","","1083","Tryg is a leading provider of insurance services, offering a wide range of property, casualty, health insurance, and pension solutions, along with comprehensive risk management and claims handling for individuals and businesses."
"001V5000006bHK5IAM","Helen","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-29T11:03:41.000Z","+358 9 6178080","helen.fi","Kampinkuja 2","Helsinki","Uusimaa","540","Finland","","1080","Helen is a company that specializes in electricity distribution, renewable energy, district heating, solar power, wind power, energy efficiency solutions, and energy management, along with electric vehicle charging and energy consulting services."
"001V5000006bHK6IAM","Fennia","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:39.000Z","+358 3 58105031","fennia.fi","2 kyllikinportti","Fennia","Uusimaa","17","Finland","","1064","Fennia provides insurance services, pension insurance, asset management, risk management, health and well-being services, financial planning, and investment services for individuals and businesses, along with savings and retirement planning products."
"001V5000006bHK7IAM","Niels Bohr Institute","","Prospect","Telco/Cable","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:40.000Z","+45 35 32 06 05","","","Copenhagen","","","Denmark","","1064",""
"001V5000006bHK8IAM","Vattenfall Services Nordic AB","","Prospect","Utilities","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:40.000Z","+46 40 42 58 60","vellingestadsnat.se","3 prästgatan","Vellinge","Skane","235 81","Sweden","","1050","Vellinge Stadsnät AB har som målsättning att vara ett marknadsledande företag inom området digital infrastruktur som förses inom ramen för Stadsnät. Den digitala infrastrukturen skall transportera digitala tjänster på ett säkert, uthålligt och robust sätt. Den digitala infrastrukturen skall samtidigt vara inkluderande genom att erbjuda öppna lösningar där det under givna förutsättningar skall vara möjligt för alla att ansluta sig. Kvaliteten och hållbarheten på infrastrukturen och företaget skall vara av den digniteten att det ger företaget en självklar roll i kontakter med statliga och regionala organisationer men också att det är ett självklart val för kunder, partners och intern kommunala intressenter."
"001V5000006bHK9IAM","Volati","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:41.000Z","+46 8 21 68 40","volati.se","Engelbrektsplan 1","Stockholm","Stockholm","114 34","Sweden","","1021","Volati is a diversified industrial group that operates in various sectors including industrial products, consumer goods, trading, retail, distribution, logistics, financial services, and real estate, focusing on business development and growth."
"001V5000006bHKAIA2","Codan","","Prospect","Div Financial Services","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-04-28T13:37:44.000Z","+45 33 21 21 21","codan.dk","Midtermolen 7","Copenhagen","Capital Region","1790","Denmark","","1000","Codan Forsikring is a provider of insurance products and services, offering a wide range of personal and business insurance, health insurance, travel insurance, and investment options."
"001V5000006bHKBIA2","Ikano Bank","","Prospect","Banking","","","","005V5000001gBKBIA2","2022-04-21T16:21:17.000Z","2026-05-03T09:32:11.000Z","+46 476 880 00","ikano.net","Hyllie Blvd. 27","Malmoe","Skane","215 32","Sweden","","1000","Ikano is an international group of companies, which owns, develops and manages companies in the areas of financial services, real estate, insurance and retail. Ikano was established in 1988 and is owned by the Kamprad family. Ingvar Kamprad is the founder of IKEA. Ikano’s vision is to create possibilities for better living. 



In the UK Ikano Bank delivers retail finance, loyalty and marketing strategy programmes to several household name retail partners including IKEA, DFS, Harveys, Bensons, BHS, New Look, Jaeger, Karen Millen and Vision Express. We also offer loans direct to consumers under the Ikano brand.



With several million customers, we are one of the UK's leading retail financial 

companies. Ikano’s finance business has been headquartered in Nottingham since 1994 and currently employs 200 people.



We pride ourselves on our Swedish heritage and strong values-driven culture where our core value of On Fair Terms drives our relationships with retail partners, customers, co-workers and the local community."
